num_arms,n_arm,d1,d2,d3,d4,d5,d6,d7,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,theta5,theta6,theta7,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,trend,alpha,ncc,unit_size,ci,bs_degree,n_wave,N_peak,study_arm,model,reject_h0,bias,MSE,failed,nsim
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,3,fixmodel,0.0233,0.001932443627857894,0.007224046575100936,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,3,sepmodel,0.0236,0.0015895293662249856,0.007759279608044378,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,3,splines,0.0242,0.0019019175952344953,0.007122710012233888,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,3,splines_cal,0.024,0.001998870166139743,0.007234925195474668,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,4,fixmodel,0.025,6.981375592967693e-4,0.007073150177365902,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,4,sepmodel,0.0235,3.9140495249607874e-4,0.007897439761646557,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,4,splines,0.0243,6.455234063187348e-4,0.007020067858206983,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,4,splines_cal,0.0248,8.350265510510949e-4,0.007058361287876402,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,5,fixmodel,0.0235,-2.1066059084729578e-4,0.0068406947922107645,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,5,sepmodel,0.0239,-5.173931976479622e-4,0.007744478436384959,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,5,splines,0.0227,-2.609139511422504e-4,0.006784374965420262,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,5,splines_cal,0.0241,-1.1018619265750417e-4,0.0068316324639901005,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,6,fixmodel,0.0252,2.8516980474523973e-4,0.0069398689794663146,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,6,sepmodel,0.0264,2.9131369037346604e-4,0.008059626304138529,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,6,splines,0.0253,2.465478583543239e-4,0.006886506530424565,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,6,splines_cal,0.0253,3.0593484793096226e-4,0.006964079561999092,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,7,fixmodel,0.0246,8.737845780379912e-4,0.006943915345754995,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,7,sepmodel,0.0261,8.799284636661141e-4,0.007964286484642164,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,7,splines,0.0247,8.339584536364672e-4,0.006910642599482173,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,25,FALSE,3,NA,NA,7,splines_cal,0.0251,9.085275437061089e-4,0.006960832183939228,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,2,fixmodel,0.0248,-3.472180864355939e-4,0.0072793733762549885,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,2,sepmodel,0.0241,-4.694019812144508e-4,0.007929838578828917,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,2,splines,0.0252,-5.22875042179572e-4,0.007139465582177044,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,2,splines_cal,0.026,-2.1813774219122374e-4,0.007284649565109653,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,3,fixmodel,0.0265,-4.7270530330659113e-4,0.007568640743585588,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,3,sepmodel,0.0269,-5.948891980857693e-4,0.008213644233341585,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,3,splines,0.0253,-6.469940548139978e-4,0.007464555509899723,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,3,splines_cal,0.026,-3.260312013905806e-4,0.007562963473848605,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,4,fixmodel,0.0259,2.781143512548396e-4,0.007068595121384975,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,4,sepmodel,0.0242,1.8630834286884805e-5,0.007961917994037686,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,4,splines,0.0271,1.890199957204978e-4,0.007026660635212976,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,4,splines_cal,0.0266,2.2695740609558505e-4,0.007026476299138786,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,5,fixmodel,0.0251,-0.0012216315303612854,0.007248946971777283,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,5,sepmodel,0.0256,-0.0014811150473292268,0.008111245822017117,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,5,splines,0.0241,-0.001306627073917068,0.0072046098005833555,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,5,splines_cal,0.0248,-0.0012666211068495413,0.007237828602381126,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,25,FALSE,1,NA,NA,6,fixmodel,0.0255,-5.808439094275611e-4,0.007120980554727208,0,10000
